id,name,result,wpca:d1,wpca:d2,color,r,opacity,party
mp_VioletaLutovats,"Lutovac, Violeta (SNS)",1,1.257428869,-0.88284659,blue,0.05,0.1,SNS
mp_VladanMiloshevic,"Milosevic, Vladan (SNS)",1,0.158068948,-0.2655801,blue,0.05,0.1,SNS
mp_VladetaKostic,"Kostic, Vladeta (SNS)",1,0.568412287,-0.4745943,blue,0.05,0.1,SNS
mp_VladimirDjukanovic,"Djukanovic, Vladimir (SNS)",1,1.514588596,-1.071946999,blue,0.05,0.1,SNS
mp_VladimirDrOrlic,"Orlic, Vladimir (SNS)",1,1.258023666,-0.886835927,blue,0.05,0.1,SNS
mp_VladimirPetkovic,"Petkovic, Vladimir (SNS)",1,1.25752683,-0.887560013,blue,0.05,0.1,SNS
mp_VladimirProfDrMarinkovic,"Marinkovic, Vladimir (SDPS)",1,1.332438168,-0.881654074,orange,0.05,0.1,SDPS
mp_VladitsaDimitrov,"Dimitrov, Vladitsa (SNS)",1,1.414487835,-1.008434299,blue,0.05,0.1,SNS
mp_VladoBabic,"Babic, Vlado (SNS)",1,1.266595374,-0.795686255,blue,0.05,0.1,SNS
mp_VojislavVujic,"Vujic, Vojislav (JS)",1,-0.429511874,-0.717706391,darkviolet,0.05,0.1,JS
mp_VuchetaToshkovic,"Toskovic, Vuceta (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_ZharkoBogatinovic,"Bogatinovic, Zarko (SNS)",1,1.258042771,-0.882898603,blue,0.05,0.1,SNS
mp_ZharkoMicin,"Micin, Zarko (SNS)",1,1.238703593,-0.881542266,blue,0.05,0.1,SNS
mp_ZharkoProfDrObradovic,"Obradovic, Zarko (SPS)",1,1.105857313,-0.804606786,red,0.05,0.1,SPS
mp_ZheljkoSushets,"Susec, Zeljko (SNS)",1,0.461645064,0.010559103,blue,0.05,0.1,SNS
mp_ZhikaGojkovic,"Gojkovic, Zika (SPO)",1,1.237499679,-0.760436307,darkkhakki,0.05,0.1,SPO
mp_ZhivanDjurishic,"Djurisic, Zivan (SNS)",1,1.259400022,-0.884455173,blue,0.05,0.1,SNS
mp_ZlataDjeric,"Djeric, Zlata (NS)",1,-3.411782004,-1.476702805,violet,0.05,0.1,NS
mp_ZoltánPékZoltanPek,"Pék, Zoltán (SVM)",1,1.277443566,-0.907745327,green,0.05,0.1,SVM
mp_ZoranAntic,"Antic, Zoran (Non-affiliated)",1,1.095563019,-0.817697669,grey,0.05,0.1,Non-affiliated
mp_ZoranBabic,"Babic, Zoran (SNS)",1,1.375425234,-0.923055933,blue,0.05,0.1,SNS
mp_ZoranBojanic,"Bojanic, Zoran (SNS)",1,1.262597037,-0.884708719,blue,0.05,0.1,SNS
mp_ZoranJozic,"Jozic, Zoran (SNS)",1,0.801623274,-0.209311406,blue,0.05,0.1,SNS
mp_ZoranMilekic,"Milekic, Zoran (SNS)",1,1.660636922,-1.022988565,blue,0.05,0.1,SNS
mp_ZoranPralitsa,"Pralica, Zoran (SNS)",1,0.610389885,-0.4406495,blue,0.05,0.1,SNS
mp_ZvonimirStevic,"Stevic, Zvonimir (SPS)",1,1.00728522,0.006013897,red,0.05,0.1,SPS
